URL	タイトル	シリーズ	著者	出版者	出版年月日等	掲載誌情報	授与大学名・学位	刊行巻次	資料種別	大きさ、容量等	分類（NDLC,NDC等）	請求記号	国立国会図書館書誌ID	DOI	永続的識別子	規格・リポート番号	ISBN	ISSN等
http://id.ndl.go.jp/bib/026326705	ナイーブベイズ分類器を利用したロードバランサ・システムの評価	ネットワークシステム	小川 泰文 , 中村 宏之			電子情報通信学会技術研究報告 = IEICE technical report : 信学技報 114 477 114(477):2015.3.2・3 p.589-594			雑誌記事		ZN33	Z16-940	026326705					
